"record_id","month","day","year","AverageTemperatureFahr","AverageTemperatureUncertaintyFahr","City","country_id","Country","Latitude","Longitude"
3778306,"08","01","1750",70.9304,35.1122,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778307,"09","01","1750",58.9298,35.438,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778308,"10","01","1750",42.9188,35.7458,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778309,"11","01","1750",NA,NA,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778310,"12","01","1750",26.006,36.6764,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778311,"01","01","1751",23.7074,36.9086,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778312,"02","01","1751",21.0722,37.1804,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778313,"03","01","1751",37.5512,36.2552,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778314,"04","01","1751",47.2856,35.564,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778315,"05","01","1751",NA,NA,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778316,"06","01","1751",68.4608,35.6342,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778317,"07","01","1751",72.725,35.2022,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778318,"08","01","1751",70.7396,35.141,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778319,"09","01","1751",58.5014,35.3048,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778320,"10","01","1751",NA,NA,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778321,"11","01","1751",NA,NA,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778322,"12","01","1751",NA,NA,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778323,"01","01","1752",20.3864,36.95,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778324,"02","01","1752",NA,NA,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778325,"03","01","1752",37.7024,36.14,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778326,"04","01","1752",48.0434,35.8016,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778327,"05","01","1752",NA,NA,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778328,"06","01","1752",NA,NA,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778329,"07","01","1752",NA,NA,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778330,"08","01","1752",NA,NA,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778331,"09","01","1752",NA,NA,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778332,"10","01","1752",46.7852,35.6828,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778333,"11","01","1752",39.7706,35.8682,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778334,"12","01","1752",30.9722,36.2066,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778335,"01","01","1753",22.7066,42.2816,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778336,"02","01","1753",23.1476,37.1318,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778337,"03","01","1753",37.598,37.4396,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778338,"04","01","1753",48.65,40.5806,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778339,"05","01","1753",61.304,35.8592,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778340,"06","01","1753",69.4652,36.5162,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778341,"07","01","1753",72.2768,35.6522,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778342,"08","01","1753",69.1592,41.684,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778343,"09","01","1753",60.7442,35.3264,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778344,"10","01","1753",48.974,35.8268,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778345,"11","01","1753",36.4568,37.4234,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778346,"12","01","1753",21.821,38.5898,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778347,"01","01","1754",22.1252,36.9824,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778348,"02","01","1754",19.6898,38.4926,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778349,"03","01","1754",33.08,37.2866,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778350,"04","01","1754",53.0186,41.2448,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778351,"05","01","1754",61.3652,37.2758,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778352,"06","01","1754",69.863,35.0546,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778353,"07","01","1754",71.348,36.302,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778354,"08","01","1754",68.153,38.3576,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778355,"09","01","1754",58.8758,36.8276,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778356,"10","01","1754",49.703,35.9276,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778357,"11","01","1754",37.8914,35.8898,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778358,"12","01","1754",30.0776,37.1012,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778359,"01","01","1755",19.103,39.4898,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778360,"02","01","1755",19.4594,38.9984,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778361,"03","01","1755",33.9872,38.4908,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778362,"04","01","1755",50.5436,37.6916,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778363,"05","01","1755",62.7584,36.7178,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778364,"06","01","1755",72.1508,37.1138,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778365,"07","01","1755",72.7322,35.8106,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778366,"08","01","1755",68.0198,36.8636,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778367,"09","01","1755",59.8136,35.2346,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778368,"10","01","1755",47.9858,42.1286,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778369,"11","01","1755",38.0534,42.3482,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778370,"12","01","1755",26.9618,42.0872,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778371,"01","01","1756",27.8294,40.5122,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778372,"02","01","1756",32.594,38.9876,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778373,"03","01","1756",35.7548,41.54,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778374,"04","01","1756",50.792,36.3002,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778375,"05","01","1756",62.4164,40.6022,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778376,"06","01","1756",71.4722,37.2686,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778377,"07","01","1756",72.2786,35.7368,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778378,"08","01","1756",67.5158,44.474,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778379,"09","01","1756",61.5524,37.2434,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778380,"10","01","1756",46.6808,37.6034,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778381,"11","01","1756",34.2824,38.552,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778382,"12","01","1756",24.7244,36.8726,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778383,"01","01","1757",19.6826,37.1984,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778384,"02","01","1757",29.6798,38.876,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778385,"03","01","1757",36.0662,37.8356,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778386,"04","01","1757",49.8614,41.1746,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778387,"05","01","1757",62.3138,37.6844,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778388,"06","01","1757",74.8004,37.571,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778389,"07","01","1757",78.6758,40.6526,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778390,"08","01","1757",71.6612,38.3432,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778391,"09","01","1757",62.4632,43.2338,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778392,"10","01","1757",41.8064,46.9094,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778393,"11","01","1757",35.4488,39.8858,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778394,"12","01","1757",22.7264,45.833,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778395,"01","01","1758",15.2798,36.7772,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778396,"02","01","1758",23.288,37.5062,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778397,"03","01","1758",33.6902,38.6402,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778398,"04","01","1758",46.0922,42.332,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778399,"05","01","1758",57.7454,39.335,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778400,"06","01","1758",68.0108,39.5312,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778401,"07","01","1758",70.7,43.2986,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778402,"08","01","1758",66.515,40.964,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778403,"09","01","1758",56.4044,36.8348,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778404,"10","01","1758",40.2818,46.9238,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778405,"11","01","1758",37.1372,44.4146,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778406,"12","01","1758",27.6008,40.9028,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778407,"01","01","1759",28.8212,42.0008,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778408,"02","01","1759",28.706,42.593,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778409,"03","01","1759",35.2904,37.8896,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778410,"04","01","1759",44.951,39.7076,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778411,"05","01","1759",57.1874,36.9716,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778412,"06","01","1759",68.9666,40.4834,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778413,"07","01","1759",70.2356,38.5178,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778414,"08","01","1759",71.6432,41.3906,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778415,"09","01","1759",61.0592,41.0576,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778416,"10","01","1759",46.8932,38.4926,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778417,"11","01","1759",32.8532,40.532,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778418,"12","01","1759",19.5908,44.9564,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778419,"01","01","1760",17.6,38.7518,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778420,"02","01","1760",24.863,37.733,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778421,"03","01","1760",29.9732,45.2696,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778422,"04","01","1760",45.95,39.893,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778423,"05","01","1760",58.8758,37.7006,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778424,"06","01","1760",66.0524,36.1796,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778425,"07","01","1760",69.449,38.2406,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778426,"08","01","1760",69.4616,43.0448,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778427,"09","01","1760",60.7892,39.5024,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778428,"10","01","1760",45.6062,39.2738,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778429,"11","01","1760",36.1526,37.6736,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778430,"12","01","1760",27.3434,37.4504,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778431,"01","01","1761",21.029,41.5796,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778432,"02","01","1761",26.7098,38.4458,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778433,"03","01","1761",38.3504,36.0716,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778434,"04","01","1761",45.599,37.9832,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778435,"05","01","1761",63.1274,38.9606,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778436,"06","01","1761",73.4594,35.798,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778437,"07","01","1761",77.7614,41.0378,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778438,"08","01","1761",71.4308,37.4774,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778439,"09","01","1761",62.4398,38.4836,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778440,"10","01","1761",45.4334,39.2108,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778441,"11","01","1761",35.0618,36.6602,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778442,"12","01","1761",19.697,36.779,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778443,"01","01","1762",30.7814,37.328,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778444,"02","01","1762",30.3224,43.7198,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778445,"03","01","1762",32.5616,38.3396,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778446,"04","01","1762",49.6436,37.6772,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778447,"05","01","1762",59.1224,40.2044,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778448,"06","01","1762",69.8846,40.8938,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778449,"07","01","1762",72.2696,36.4964,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778450,"08","01","1762",68.0522,36.0968,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778451,"09","01","1762",57.7814,42.3446,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778452,"10","01","1762",43.3436,38.0048,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778453,"11","01","1762",38.4764,36.7034,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778454,"12","01","1762",25.0628,39.5978,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778455,"01","01","1763",20.2874,41.4014,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778456,"02","01","1763",25.2392,38.507,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778457,"03","01","1763",29.4062,41.6102,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778458,"04","01","1763",46.6178,36.1436,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778459,"05","01","1763",58.8812,37.0346,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778460,"06","01","1763",65.6168,39.884,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778461,"07","01","1763",74.9282,35.6252,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778462,"08","01","1763",70.0862,36.95,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778463,"09","01","1763",57.9524,36.7538,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778464,"10","01","1763",42.0206,39.9668,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778465,"11","01","1763",34.3238,37.6178,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778466,"12","01","1763",30.5852,37.0364,NA,"",NA,"47.42N","31.97E"
3778467,"01","01","1764",24.989,40.1576,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778468,"02","01","1764",32.7848,37.9454,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778469,"03","01","1764",35.5784,37.8662,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778470,"04","01","1764",46.535,38.6312,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778471,"05","01","1764",60.1592,41.6156,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778472,"06","01","1764",65.5106,36.8924,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778473,"07","01","1764",70.4984,39.1208,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778474,"08","01","1764",67.7552,35.2742,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778475,"09","01","1764",59.0432,39.2108,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778476,"10","01","1764",48.9002,36.8672,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778477,"11","01","1764",37.283,37.688,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778478,"12","01","1764",32.9486,38.2316,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778479,"01","01","1765",28.9922,45.2876,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778480,"02","01","1765",26.1122,39.0128,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778481,"03","01","1765",38.453,37.1354,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778482,"04","01","1765",50.0108,35.7476,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778483,"05","01","1765",58.4492,36.0824,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778484,"06","01","1765",65.0588,37.1048,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778485,"07","01","1765",69.6722,36.8888,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778486,"08","01","1765",69.899,36.6026,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778487,"09","01","1765",59.414,35.6828,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778488,"10","01","1765",47.39,35.4416,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778489,"11","01","1765",38.6204,38.1002,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778490,"12","01","1765",28.3658,36.9824,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778491,"01","01","1766",18.1904,41.5742,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778492,"02","01","1766",26.7962,39.155,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778493,"03","01","1766",36.8672,37.2092,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778494,"04","01","1766",49.1,37.1084,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778495,"05","01","1766",61.619,37.0436,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778496,"06","01","1766",68.1332,40.4852,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778497,"07","01","1766",69.5966,37.7492,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778498,"08","01","1766",69.4454,36.941,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778499,"09","01","1766",61.7864,37.6916,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778500,"10","01","1766",47.0768,35.9402,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778501,"11","01","1766",40.9568,39.8066,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778502,"12","01","1766",27.4316,38.1938,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778503,"01","01","1767",15.593,41.6012,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778504,"02","01","1767",26.5334,42.197,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778505,"03","01","1767",37.6106,42.836,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778506,"04","01","1767",43.6982,40.4528,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778507,"05","01","1767",58.262,36.3614,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778508,"06","01","1767",68.6804,37.5962,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778509,"07","01","1767",70.4606,37.5044,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778510,"08","01","1767",71.4074,35.9744,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778511,"09","01","1767",61.2536,38.1344,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778512,"10","01","1767",48.8696,36.707,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778513,"11","01","1767",42.9476,42.0674,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778514,"12","01","1767",25.6082,39.812,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778515,"01","01","1768",14.8784,47.1956,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778516,"02","01","1768",19.9274,41.3582,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778517,"03","01","1768",29.246,39.614,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778518,"04","01","1768",46.7366,37.9022,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778519,"05","01","1768",55.8788,36.0896,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778520,"06","01","1768",66.1622,38.7986,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778521,"07","01","1768",71.3318,38.4134,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778522,"08","01","1768",68.1638,35.5892,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778523,"09","01","1768",59.2268,38.4782,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778524,"10","01","1768",46.0814,40.3394,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778525,"11","01","1768",36.8942,38.7644,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778526,"12","01","1768",29.84,40.496,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778527,"01","01","1769",27.3722,38.606,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778528,"02","01","1769",25.502,37.9526,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778529,"03","01","1769",34.6748,40.262,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778530,"04","01","1769",48.9272,41.1818,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778531,"05","01","1769",61.781,43.4912,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778532,"06","01","1769",70.9574,38.3864,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778533,"07","01","1769",71.789,40.1684,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778534,"08","01","1769",69.6596,38.543,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778535,"09","01","1769",60.557,35.3714,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778536,"10","01","1769",40.9064,37.0472,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778537,"11","01","1769",33.7208,35.8646,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778538,"12","01","1769",24.134,37.8788,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778539,"01","01","1770",23.9054,40.973,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778540,"02","01","1770",26.7098,37.8716,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778541,"03","01","1770",28.004,38.3702,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778542,"04","01","1770",51.0602,47.381,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778543,"05","01","1770",58.6094,35.7152,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778544,"06","01","1770",65.4926,37.2848,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778545,"07","01","1770",66.875,41.8334,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778546,"08","01","1770",66.8084,37.994,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778547,"09","01","1770",60.548,36.698,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778548,"10","01","1770",49.9694,39.2486,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778549,"11","01","1770",39.1532,39.9092,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778550,"12","01","1770",34.4066,44.375,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778551,"01","01","1771",28.8716,41.5256,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778552,"02","01","1771",17.8808,38.4422,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778553,"03","01","1771",28.337,42.3626,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778554,"04","01","1771",42.7514,41.6894,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778555,"05","01","1771",58.6076,45.6998,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778556,"06","01","1771",69.2492,36.518,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778557,"07","01","1771",70.6496,35.2832,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778558,"08","01","1771",69.9818,36.194,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778559,"09","01","1771",61.1924,35.6126,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778560,"10","01","1771",50.2916,35.9726,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778561,"11","01","1771",34.0646,39.2126,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778562,"12","01","1771",29.2568,38.21,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778563,"01","01","1772",24.3644,41.675,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778564,"02","01","1772",23.4122,44.6666,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778565,"03","01","1772",32.5526,39.1388,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778566,"04","01","1772",49.3538,38.5808,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778567,"05","01","1772",56.7734,35.5784,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778568,"06","01","1772",66.9596,38.2388,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778569,"07","01","1772",72.6728,36.6548,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778570,"08","01","1772",70.7936,38.4584,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778571,"09","01","1772",60.3572,37.1228,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778572,"10","01","1772",50.1026,36.2444,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778573,"11","01","1772",43.475,39.713,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778574,"12","01","1772",34.2932,37.7654,NA,"",NA,"47.42N","31.97E"
3778575,"01","01","1773",20.4368,37.3388,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778576,"02","01","1773",24.2312,37.5602,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778577,"03","01","1773",33.557,36.4064,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778578,"04","01","1773",50.8172,36.8114,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778579,"05","01","1773",64.9184,37.481,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778580,"06","01","1773",67.0154,35.2958,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778581,"07","01","1773",71.7944,36.122,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778582,"08","01","1773",69.7226,35.5982,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778583,"09","01","1773",63.0608,36.1526,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778584,"10","01","1773",50.5184,36.2678,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778585,"11","01","1773",35.2364,40.9172,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778586,"12","01","1773",34.439,39.8822,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778587,"01","01","1774",20.4728,42.971,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778588,"02","01","1774",28.9544,41.891,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778589,"03","01","1774",36.3056,37.121,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778590,"04","01","1774",52.4318,39.9902,"Kherson","UKR","Ukraine","47.42N","31.97E"
3778591,"05","01","1774",68.0594,35.9312,NA,"",NA,"47.42N","31.97E"
3778592,"06","01","1774",72.6242,41.7398,"Kherson","UKR","Ukraine","47.42N","31.97E"
